time,power
1,435.449
2,435.449
3,313.783
4,313.783
5,313.783
6,313.783
7,313.783
8,313.783
9,313.783
10,104.24
11,104.24
12,104.24
13,104.24
14,104.24
15,104.24
16,104.24
17,104.24
18,104.24
19,104.24
20,104.24
21,104.24
22,104.24
23,104.24
24,104.24
25,104.24
26,104.24
27,104.24
28,104.24
29,104.24
30,104.24
31,104.24
32,104.24
33,104.24
34,104.24
35,104.24
36,267.811
37,240.344
38,230.24
39,226.522
40,225.155
41,224.652
42,224.467
43,224.399
44,224.374
45,224.364
46,224.361
47,224.36
48,224.359
49,224.359
50,224.359
51,224.359
52,224.359
53,104.24
54,104.24
55,104.24
56,104.24
57,104.24
58,104.24
59,104.24
60,104.24
61,104.24
62,104.24
63,104.24
64,104.24
65,104.24
66,104.24
67,104.24
68,104.24
69,104.24
70,104.24
71,104.24
72,104.24
73,500.884
74,385.326
75,342.815
76,327.176
77,321.422
78,319.306
79,318.527
80,318.241
81,318.136
82,318.097
83,318.082
84,318.077
85,318.075
86,520.192
87,468.237
88,449.124
89,442.093
90,439.506
91,438.555
92,438.205
93,438.076
94,438.029
95,438.011
96,438.005
97,438.002
98,438.002
99,438.001
100,318.074
101,318.074
102,318.074
103,318.074
104,104.24
105,104.24
106,104.24
107,104.24
108,104.24
109,104.24
110,104.24
111,104.24
112,104.24
113,104.24
114,104.24
115,104.24
116,104.24
117,104.24
118,104.24
119,104.24
120,104.24
121,104.24
122,104.24
123,104.24
124,104.24
125,104.24
126,104.24
127,104.24
128,104.24
129,104.24
130,104.24
131,104.24
132,104.24
133,104.24
134,104.24
135,104.24
136,104.24
137,259.302
138,236.227
139,227.738
140,224.615
141,223.466
142,223.044
143,222.888
144,222.831
145,222.81
146,222.802
147,222.8
148,222.799
149,222.798
150,222.798
151,222.798
152,222.798
153,104.24
154,104.24
155,104.24
156,104.24
157,104.24
158,104.24
159,104.24
160,104.24
161,104.24
162,104.24
163,104.24
164,104.24
165,104.24
166,104.24
167,104.24
168,104.24
169,104.24
170,104.24
171,104.24
172,104.24
173,104.24
174,355.495
175,329.882
176,320.459
177,316.993
178,315.718
179,315.249
180,315.076
181,315.013
182,314.989
183,314.981
184,314.978
185,314.976
186,314.976
187,314.976
188,314.976
189,314.976
190,314.976
191,535.899
192,471.754
193,448.156
194,439.475
195,436.281
196,435.107
197,434.674
198,434.515
199,434.457
200,434.435
201,434.427
202,434.424
203,434.423
204,434.423
205,434.423
206,104.24
207,104.24
208,104.24
