time,power
1,92.6915
2,92.6915
3,92.6915
4,92.6915
5,92.6915
6,92.6915
7,92.6915
8,92.6915
9,92.6915
10,92.6915
11,92.6915
12,92.6915
13,92.6915
14,92.6915
15,329.4025
16,255.1785
17,227.8725
18,217.8275
19,214.1315
20,212.7725
21,212.2725
22,212.0885
23,212.0205
24,211.9955
25,211.9865
26,211.9835
27,211.9815
28,211.9815
29,211.9815
30,211.9815
31,92.6915
32,92.6915
33,92.6915
34,92.6915
35,92.6915
36,92.6915
37,92.6915
38,92.6915
39,92.6915
40,92.6915
41,92.6915
42,92.6915
43,92.6915
44,92.6915
45,92.6915
46,92.6915
47,92.6915
48,424.0945
49,348.2115
50,320.2955
51,310.0255
52,306.2475
53,304.8575
54,304.3465
55,304.1585
56,304.0895
57,304.0635
58,304.0545
59,304.0505
60,304.0495
61,525.9135
62,462.0615
63,438.5725
64,429.9315
65,426.7525
66,425.5835
67,425.1535
68,424.9945
69,424.9365
70,424.9155
71,424.9075
72,424.9045
73,424.9035
74,424.9025
75,304.0485
76,304.0485
77,92.6915
78,92.6915
79,92.6915
80,92.6915
81,92.6915
82,92.6915
83,92.6915
84,92.6915
85,92.6915
86,92.6915
87,92.6915
88,92.6915
89,92.6915
90,92.6915
91,92.6915
92,92.6915
93,92.6915
94,92.6915
95,92.6915
96,92.6915
97,92.6915
98,92.6915
99,92.6915
100,92.6915
101,92.6915
102,92.6915
103,92.6915
104,92.6915
105,92.6915
106,92.6915
107,92.6915
108,92.6915
109,310.7835
110,248.6935
111,225.8525
112,217.4495
113,214.3585
114,213.2215
115,212.8025
116,212.6485
117,212.5925
118,212.5715
119,212.5635
120,212.5605
121,212.5595
122,212.5595
123,212.5595
124,92.6915
125,92.6915
126,92.6915
127,92.6915
128,92.6915
129,92.6915
130,92.6915
131,92.6915
132,92.6915
133,92.6915
134,92.6915
135,92.6915
136,92.6915
137,92.6915
138,92.6915
139,92.6915
140,92.6915
141,92.6915
142,92.6915
143,92.6915
144,92.6915
145,92.6915
146,92.6915
147,92.6915
148,92.6915
149,92.6915
150,365.8055
151,326.4265
152,311.9395
153,306.6095
154,304.6495
155,303.9285
156,503.7185
157,452.9185
158,434.2295
159,427.3545
160,424.8255
161,423.8945
162,423.5525
163,423.4265
164,423.3805
165,423.3635
166,423.3575
167,423.3545
168,423.3535
169,423.3535
170,423.3535
171,303.5085
172,303.5085
173,303.5085
174,303.5085
175,303.5085
176,303.5085
177,303.5085
178,92.6915
179,92.6915
180,92.6915
181,92.6915
182,92.6915
183,92.6915
184,92.6915
185,92.6915
186,92.6915
187,92.6915
188,92.6915
189,92.6915
190,92.6915
191,92.6915
192,92.6915
193,92.6915
194,92.6915
195,92.6915
196,92.6915
197,92.6915
198,92.6915
199,92.6915
200,92.6915
201,92.6915
202,92.6915
203,92.6915
204,92.6915
205,271.4295
206,234.8435
207,221.3835
208,216.4325
209,214.6105
210,213.9405
211,213.6945
212,213.6035
213,213.5705
214,213.5575
215,213.5535
216,213.5515
217,213.5505
218,92.6915
219,92.6915
220,92.6915
221,92.6915
222,92.6915
223,92.6915
224,92.6915
225,92.6915
226,92.6915
227,92.6915
228,92.6915
229,92.6915
230,92.6915
231,92.6915
232,92.6915
233,92.6915
234,92.6915
235,92.6915
236,92.6915
237,92.6915
238,92.6915
239,92.6915
240,92.6915
241,92.6915
242,92.6915
243,92.6915
244,92.6915
245,92.6915
246,92.6915
247,92.6915
248,92.6915
249,92.6915
250,92.6915
251,250.0945
252,227.9415
253,548.4415
254,469.7365
255,440.7825
256,430.1305
257,426.2125
258,424.7705
259,424.2405
260,424.0455
261,423.9745
262,423.9475
263,423.9375
264,423.9335
265,423.9325
266,301.5745
267,301.5745
268,301.5745
269,301.5735
270,301.5735
271,301.5735
272,301.5735
273,301.5735
274,301.5735
275,301.5735
276,301.5735
277,301.5735
278,92.6915
279,92.6915
280,92.6915
281,92.6915
282,92.6915
283,92.6915
284,92.6915
285,92.6915
286,92.6915
287,92.6915
288,92.6915
289,92.6915
290,92.6915
291,92.6915
292,92.6915
293,92.6915
294,92.6915
295,92.6915
296,92.6915
297,92.6915
298,92.6915
299,92.6915
300,92.6915
301,92.6915
302,92.6915
303,92.6915
304,92.6915
305,92.6915
306,92.6915
307,92.6915
308,92.6915
309,92.6915
310,92.6915
311,92.6915
312,92.6915
313,92.6915
314,92.6915
315,92.6915
316,92.6915
317,92.6915
318,92.6915
319,92.6915
320,92.6915
321,92.6915
322,92.6915
323,92.6915
324,92.6915
325,92.6915
326,92.6915
327,92.6915
328,92.6915
329,92.6915
330,92.6915
331,92.6915
332,92.6915
333,92.6915
334,1584.6315
335,1584.6315
336,1584.6315
337,1584.6315
338,1584.6315
339,1584.6315
340,1584.6315
341,92.6915
342,92.6915
343,92.6915
344,92.6915
345,92.6915
346,92.6915
347,92.6915
348,92.6915
349,92.6915
350,92.6915
351,92.6915
352,92.6915
353,438.9085
354,352.9215
355,321.2875
356,520.2815
357,458.5255
358,435.8065
359,427.4495
360,424.3745
361,423.2435
362,422.8265
363,422.6745
364,422.6175
365,422.5975
366,422.5895
367,422.5875
368,422.5865
369,422.5855
370,422.5855
371,422.5855
372,422.5855
373,422.5855
374,422.5855
375,422.5855
376,422.5855
377,422.5855
378,422.5855
379,422.5855
380,422.5855
381,422.5855
382,422.5855
383,422.5855
384,302.8785
385,302.8785
386,302.8785
387,92.6915
388,92.6915
389,92.6915
390,92.6915
391,92.6915
392,92.6915
393,92.6915
394,92.6915
395,181.8693
396,181.8693
397,181.8693
398,357.0283
399,357.0283
400,357.0283
401,357.0283
402,357.0283
403,357.0283
404,357.0283
405,357.0283
406,357.0283
407,357.0283
408,357.0283
409,357.0283
410,357.0283
411,357.0283
412,357.0283
413,541.3243
414,500.2913
415,485.1963
416,481.5796
417,479.5366
418,478.7856
419,478.5086
420,607.5896
421,607.5516
422,702.4318
423,702.4268
424,702.4248
425,702.4248
426,702.4248
427,702.4238
428,1394.2058
429,1394.2058
430,1394.2058
431,1394.2058
432,1394.2058
433,407.8828
434,407.8828
435,407.8828
436,407.8828
437,318.7045
438,318.7045
439,318.7045
440,318.7045
441,318.7045
442,318.7045
443,724.9575
444,601.4705
445,556.0415
446,539.3295
447,1552.0215
448,530.9195
449,530.0875
450,529.7815
451,305.5938
452,305.5518
453,305.5368
454,305.5308
455,305.5288
456,305.5278
457,305.5278
458,1521.0678
459,1521.0678
460,1521.0678
461,1521.0678
462,2761.2538
463,2888.6978
464,2865.3318
465,2856.7358
466,2853.5738
467,2852.4108
468,426.6428
469,426.4848
470,426.4268
471,426.4058
472,426.3978
473,426.3948
474,426.3938
475,426.3938
476,426.3938
477,1234.3348
478,94.6288
479,94.6288
480,94.6288
481,94.6288
482,94.6288
483,94.6288
484,94.6288
485,147.4606
486,147.4606
487,147.4606
488,147.4606
489,147.4606
490,147.4606
491,147.4606
492,1166.3006
493,147.4606
494,147.4606
495,147.4606
496,147.4606
497,147.4606
498,147.4606
499,147.4606
500,147.4606
501,147.4606
502,147.4606
503,147.4606
504,147.4606
505,147.4606
506,147.4606
507,1166.3006
508,147.4606
509,147.4606
510,147.4606
511,147.4606
512,147.4606
513,147.4606
514,147.4606
515,147.4606
516,339.9926
517,295.0826
518,278.5606
519,272.4826
520,270.2466
521,269.4246
522,1287.9616
523,269.0106
524,268.9696
525,268.9546
526,268.9486
527,268.9466
528,268.9456
529,216.1138
530,216.1138
531,94.6288
532,94.6288
533,94.6288
534,94.6288
535,94.6288
536,94.6288
537,1113.4688
538,94.6288
539,94.6288
540,94.6288
541,94.6288
542,94.6288
543,94.6288
544,94.6288
545,363.1418
546,327.4558
547,314.3278
548,309.4988
549,307.7218
550,307.0678
551,306.8278
552,1325.5788
553,306.7068
554,306.6948
555,306.6908
556,306.6888
557,306.6878
558,306.6878
559,306.6878
560,306.6878
561,306.6878
562,306.6878
563,306.6878
564,306.6878
565,306.6878
566,306.6878
567,1543.6178
568,463.2408
569,440.6028
570,432.2748
571,429.2108
572,428.0838
573,427.6698
574,427.5168
575,427.4608
576,215.3808
577,215.3738
578,215.3708
579,215.3698
580,215.3698
581,215.3688
582,1113.4688
583,94.6288
584,94.6288
585,94.6288
586,94.6288
587,94.6288
588,94.6288
589,94.6288
590,94.6288
591,94.6288
592,94.6288
593,94.6288
594,94.6288
595,94.6288
596,94.6288
597,1113.4688
598,94.6288
599,94.6288
600,94.6288
601,94.6288
602,94.6288
603,94.6288
604,94.6288
605,94.6288
606,94.6288
607,94.6288
608,94.6288
609,94.6288
610,94.6288
611,94.6288
612,1113.4688
613,94.6288
614,94.6288
615,94.6288
616,94.6288
617,271.3318
618,235.4458
619,222.2448
620,217.3878
621,215.6008
622,214.9438
623,214.7018
624,214.6128
625,214.5808
626,214.5688
627,1233.4038
628,214.5628
629,214.5618
630,214.5618
631,214.5618
632,214.5618
633,94.6288
634,94.6288
635,430.0518
636,351.5438
637,322.6618
638,312.0368
639,308.1278
640,306.6898
641,306.1608
642,1324.8058
643,305.8948
644,305.8688
645,305.8588
646,305.8548
647,305.8538
648,305.8538
649,305.8528
650,305.8528
651,305.8528
652,305.8528
653,305.8528
654,305.8528
655,305.8528
656,305.8528
657,1324.6928
658,305.8528
659,305.8528
660,305.8528
661,305.8528
662,305.8528
663,305.8528
664,305.8528
665,94.6288
666,94.6288
667,94.6288
668,94.6288
669,94.6288
670,94.6288
671,94.6288
672,1113.4688
673,94.6288
674,320.1938
675,252.9478
676,228.2088
677,219.1078
678,215.7598
679,214.5278
680,214.0748
681,213.9088
682,213.8468
683,213.8248
684,213.8158
685,94.6288
686,94.6288
687,1113.4688
688,94.6288
689,94.6288
690,94.6288
691,94.6288
692,94.6288
693,94.6288
694,94.6288
695,94.6288
696,94.6288
697,94.6288
698,94.6288
699,94.6288
700,94.6288
701,94.6288
702,1113.4688
703,94.6288
704,94.6288
705,94.6288
706,94.6288
707,94.6288
708,94.6288
709,94.6288
710,94.6288
711,94.6288
712,94.6288
713,94.6288
714,94.6288
715,94.6288
716,332.5378
717,1276.3368
718,229.8908
719,219.7358
720,215.9988
721,214.6248
722,214.1188
723,213.9328
724,213.8648
725,213.8398
726,213.8308
727,213.8268
728,213.8258
729,213.8248
730,94.6288
731,94.6288
732,1113.4688
733,331.0308
734,316.6668
735,311.3828
736,309.4388
737,308.7238
738,308.4608
739,308.3638
740,308.3288
741,308.3158
742,308.3108
743,308.3088
744,308.3078
745,308.3078
746,308.3078
747,1327.1478
748,308.3078
749,308.3078
750,308.3078
751,308.3078
752,308.3078
753,308.3078
754,308.3078
755,308.3078
756,308.3078
757,308.3078
758,308.3078
759,308.3078
760,308.3078
761,308.3078
762,1327.1478
763,527.7018
764,466.8158
765,444.4178
766,222.4988
767,219.4668
768,218.3518
769,217.9418
770,217.7908
771,217.7358
772,217.7148
773,217.7078
774,217.7048
775,438.6318
776,315.5568
777,1334.3968
778,315.5568
779,315.5568
780,315.5568
781,315.5568
782,315.5568
783,315.5568
784,315.5568
785,315.5568
786,315.5568
787,315.5568
788,315.5568
789,315.5568
790,315.5568
791,315.5568
792,1334.3968
793,315.5568
794,315.5568
795,315.5568
796,315.5568
797,315.5568
798,315.5568
799,315.5568
800,315.5568
801,315.5568
802,315.5568
803,315.5568
804,315.5568
805,315.5568
806,315.5568
807,1563.2388
808,475.1648
809,449.6948
810,440.3248
811,436.8778
812,435.6098
813,435.1438
814,434.9718
815,434.9088
816,434.8858
817,1448.8968
818,1448.8938
819,1448.8928
820,1448.8928
821,1329.5768
822,315.5568
823,315.5568
824,315.5568
825,315.5568
826,315.5568
827,315.5568
828,315.5568
829,315.5568
830,315.5568
831,315.5568
832,315.5568
833,315.5568
834,315.5568
835,315.5568
836,1314.6108
837,315.5568
838,734.4878
839,603.4648
840,555.2648
841,537.5328
842,531.0098
843,528.6098
844,306.7988
845,306.4738
846,306.3548
847,306.3108
848,306.2948
849,306.2888
850,306.2868
851,1305.3398
852,306.2848
853,306.2848
854,510.8488
855,458.6648
856,439.4678
857,432.4058
858,429.8078
859,428.8518
860,428.4998
861,428.3708
862,428.3228
863,428.3058
864,428.2988
865,428.2968
866,1427.3498
867,428.2958
868,428.2958
869,306.2848
870,94.6288
871,94.6288
872,94.6288
873,94.6288
874,94.6288
875,94.6288
876,94.6288
877,94.6288
878,94.6288
879,94.6288
880,94.6288
881,1093.6828
882,94.6288
883,94.6288
884,94.6288
885,94.6288
886,94.6288
887,94.6288
888,94.6288
889,93.4495
890,93.4495
891,93.4495
892,93.4495
893,93.4495
894,93.4495
895,93.4495
896,1239.5585
897,223.8925
898,217.7805
899,215.5325
900,214.7055
901,214.4015
902,214.2895
903,214.2485
904,214.2325
905,214.2275
906,214.2255
907,214.2245
908,214.2245
909,214.2245
910,214.2245
911,1213.2785
912,214.2245
913,93.4495
914,93.4495
915,93.4495
916,93.4495
917,93.4495
918,93.4495
919,93.4495
920,93.4495
921,93.4495
922,93.4495
923,93.4495
924,93.4495
925,93.4495
926,1092.5035
927,93.4495
928,93.4495
929,93.4495
930,93.4495
931,93.4495
932,341.9005
933,317.9065
934,309.0805
935,305.8325
936,304.6385
937,304.1985
938,304.0375
939,303.9775
940,303.9555
941,1303.0015
942,303.9445
943,303.9435
944,303.9435
945,303.9435
946,303.9435
947,303.9425
948,303.9425
949,451.0125
950,433.7915
951,427.4555
952,425.1245
953,424.2675
954,423.9525
955,423.8365
956,1422.8475
957,423.7775
958,423.7715
959,423.7695
960,213.2765
961,213.2755
962,213.2755
963,213.2755
964,93.4495
965,93.4495
966,93.4495
967,93.4495
968,93.4495
969,93.4495
970,93.4495
971,1092.5035
972,93.4495
973,93.4495
974,93.4495
975,93.4495
976,93.4495
977,93.4495
978,93.4495
979,93.4495
980,93.4495
981,93.4495
982,93.4495
983,93.4495
984,93.4495
985,93.4495
986,1092.5035
987,93.4495
988,93.4495
989,93.4495
990,93.4495
991,93.4495
992,93.4495
993,93.4495
994,93.4495
995,93.4495
996,93.4495
997,240.6965
998,240.6965
999,240.6965
1000,480.1615
1001,1403.7095
1002,376.8785
1003,366.6605
1004,362.9005
1005,361.5175
1006,361.0095
1007,360.8215
1008,360.7535
1009,360.7275
1010,360.7185
1011,360.7155
1012,360.7135
1013,360.7135
1014,360.7135
1015,240.6965
1016,1239.7505
1017,240.6965
1018,240.6965
1019,240.6965
1020,240.6965
1021,240.6965
1022,240.6965
1023,240.6965
1024,240.6965
1025,240.6965
1026,240.6965
1027,240.6965
1028,240.6965
1029,240.6965
1030,240.6965
1031,1239.7505
1032,419.7605
1033,419.7605
1034,419.7605
1035,419.7605
1036,419.7605
1037,419.7605
1038,419.7605
1039,419.7605
1040,419.7605
1041,2037.6165
1042,2037.6165
1043,2037.6165
1044,2399.3125
1045,2302.2805
1046,3265.6385
1047,2253.4525
1048,2248.6215
1049,2246.8445
1050,2246.1905
1051,2245.9495
1052,2245.8615
1053,2245.8285
1054,630.5135
1055,630.5095
1056,630.5075
1057,630.5075
1058,791.7645
1059,766.3215
1060,756.9605
1061,1752.5705
1062,752.2505
1063,751.7845
1064,2378.8155
1065,2378.7525
1066,2378.7295
1067,2378.7205
1068,2378.7175
1069,2378.7165
1070,2378.7165
1071,2378.7155
1072,2378.7155
1073,2257.7095
1074,2257.7095
1075,2257.7095
1076,3256.7635
1077,420.1975
1078,420.1975
1079,420.1975
1080,420.1975
1081,420.1975
1082,420.1975
1083,420.1975
1084,420.1975
1085,420.1975
1086,420.1975
1087,240.6965
1088,240.6965
1089,240.6965
1090,240.6965
1091,1239.7505
1092,240.6965
1093,240.6965
1094,240.6965
1095,240.6965
1096,240.6965
1097,240.6965
1098,240.6965
1099,240.6965
1100,240.6965
1101,240.6965
1102,240.6965
1103,386.9555
1104,369.9965
1105,363.7575
1106,1360.5165
1107,360.6175
1108,360.3075
1109,360.1935
1110,360.1505
1111,360.1355
1112,360.1295
1113,360.1275
1114,360.1265
1115,360.1265
1116,360.1265
1117,360.1265
1118,360.1265
1119,360.1265
1120,240.6965
1121,1239.7505
1122,366.8295
1123,366.8295
1124,366.8295
1125,366.8295
1126,366.8295
1127,366.8295
1128,366.8295
1129,366.8295
1130,366.8295
1131,366.8295
1132,366.8295
1133,366.8295
1134,366.8295
1135,366.8295
1136,1365.8835
1137,366.8295
1138,366.8295
1139,366.8295
1140,366.8295
1141,366.8295
1142,366.8295
1143,366.8295
1144,366.8295
1145,366.8295
1146,366.8295
1147,366.8295
1148,366.8295
1149,366.8295
1150,366.8295
1151,1365.8835
1152,366.8295
