time,power
1,99.3013
2,99.3013
3,99.3013
4,99.3013
5,99.3013
6,99.3013
7,99.3013
8,99.3013
9,99.3013
10,99.3013
11,99.3013
12,99.3013
13,99.3013
14,99.3013
15,99.3013
16,99.3013
17,99.3013
18,99.3013
19,99.3013
20,293.4243
21,247.0883
22,230.0423
23,223.7713
24,221.4643
25,220.6153
26,220.3033
27,220.1883
28,220.1463
29,220.1303
30,220.1253
31,563.0103
32,478.3543
33,447.2093
34,435.7523
35,310.7183
36,309.1673
37,308.5973
38,308.3873
39,308.3103
40,308.2813
41,308.2713
42,308.2673
43,308.2663
44,308.2653
45,308.2653
46,308.2653
47,308.2653
48,308.2653
49,308.2653
50,308.2653
51,308.2653
52,308.2653
53,308.2653
54,308.2653
55,308.2653
56,308.2653
57,308.2653
58,308.2653
59,308.2653
60,308.2653
61,99.3013
62,99.3013
63,99.3013
64,99.3013
65,99.3013
66,99.3013
67,99.3013
68,99.3013
69,262.1043
70,235.2123
71,225.3193
72,221.6793
73,220.3403
74,219.8483
75,219.6673
76,219.6003
77,219.5753
78,219.5663
79,219.5633
80,219.5623
81,219.5613
82,219.5613
83,219.5613
84,99.3013
85,99.3013
86,99.3013
87,99.3013
88,99.3013
89,99.3013
90,99.3013
91,99.3013
92,99.3013
93,99.3013
94,99.3013
95,99.3013
96,99.3013
97,99.3013
98,99.3013
99,99.3013
100,99.3013
101,99.3013
102,99.3013
103,99.3013
104,99.3013
105,99.3013
106,99.3013
107,99.3013
108,99.3013
109,99.3013
110,99.3013
111,99.3013
112,99.3013
113,99.3013
114,99.3013
115,99.3013
116,99.3013
117,99.3013
118,99.3013
119,99.3013
120,269.9873
121,237.5723
122,225.6473
123,221.2603
124,219.6463
125,219.0523
126,218.8343
127,218.7533
128,218.7243
129,218.7133
130,218.7093
131,218.7083
132,218.7073
133,218.7073
134,218.7073
135,99.3013
136,316.7013
137,310.4043
138,308.0883
139,307.2353
140,306.9223
141,306.8073
142,306.7643
143,306.7493
144,306.7433
145,306.7413
146,306.7403
147,306.7403
148,306.7393
149,306.7393
150,306.7393
151,306.7393
152,306.7393
153,306.7393
154,306.7393
155,306.7393
156,306.7393
157,306.7393
158,306.7393
159,306.7393
160,306.7393
161,306.7393
162,306.7393
163,461.5473
164,231.5523
165,223.2543
166,220.2013
167,219.0783
168,218.6653
169,218.5133
170,218.4573
171,218.4373
172,218.4293
173,218.4263
174,218.4253
175,218.4253
176,218.4253
177,218.4253
178,99.3013
179,99.3013
180,99.3013
181,99.3013
182,99.3013
183,99.3013
184,99.3013
185,99.3013
186,99.3013
187,99.3013
188,99.3013
189,99.3013
190,106.965
191,106.965
192,106.965
193,106.965
194,106.965
195,106.965
196,106.965
197,106.965
198,106.965
199,106.965
200,106.965
201,106.965
202,106.965
203,106.965
204,106.965
205,106.965
206,106.965
207,106.965
208,106.965
209,106.965
210,106.965
211,106.965
212,106.965
213,106.965
214,265.529
215,241.462
216,232.608
217,229.35
218,228.152
219,227.711
220,227.549
221,227.49
222,227.468
223,643.925
224,512.224
225,463.773
226,445.949
227,439.392
228,436.98
229,436.093
230,315.276
231,315.156
232,315.112
233,315.096
234,315.09
235,315.088
236,315.087
237,315.087
238,315.086
239,315.086
240,315.086
241,315.086
242,315.086
243,315.086
244,315.086
245,315.086
246,315.086
247,315.086
248,315.086
249,315.086
250,315.086
251,315.086
252,315.086
253,315.086
254,315.086
255,315.086
256,315.086
257,315.086
258,315.086
259,106.965
260,106.965
261,106.965
262,106.965
263,106.965
264,106.965
265,106.965
266,106.965
267,106.965
268,106.965
269,106.965
270,106.965
271,235.479
272,230.946
273,229.279
274,228.665
275,228.44
276,228.357
277,228.326
278,228.315
279,228.311
280,228.309
281,228.309
282,228.308
283,228.308
284,228.308
285,106.965
286,106.965
287,106.965
288,106.965
289,106.965
290,106.965
291,106.965
292,106.965
293,106.965
294,106.965
295,106.965
296,106.965
297,106.965
298,106.965
299,106.965
300,106.965
301,106.965
302,106.965
303,106.965
304,106.965
305,106.965
306,106.965
307,106.965
308,106.965
309,106.965
310,106.965
311,106.965
312,106.965
313,106.965
314,106.965
315,106.965
316,106.965
317,106.965
318,106.965
319,585.779
320,490.108
321,454.912
322,441.965
323,437.202
324,435.449
325,434.804
326,434.567
327,434.48
328,434.448
329,434.437
330,643.27
331,643.269
332,643.268
333,524.502
334,524.502
335,524.502
336,524.502
337,524.502
338,524.502
339,524.502
340,524.502
341,524.502
