time,power
1,595.556
2,493.035
3,455.319
4,441.445
5,436.34
6,434.462
7,433.771
8,433.517
9,433.423
10,433.389
11,313.161
12,313.156
13,313.154
14,313.154
15,313.153
16,313.153
17,313.153
18,313.153
19,313.153
20,313.153
21,313.153
22,313.153
23,313.153
24,313.153
25,313.153
26,313.153
27,313.153
28,313.153
29,313.153
30,313.153
31,313.153
32,313.153
33,313.153
34,102.083
35,102.083
36,102.083
37,102.083
38,102.083
39,102.083
40,102.083
41,102.083
42,102.083
43,102.083
44,282.148
45,245.667
46,232.246
47,227.309
48,225.493
49,224.824
50,224.579
51,224.488
52,224.455
53,224.443
54,224.438
55,224.436
56,224.436
57,224.436
58,224.436
59,224.436
60,224.435
61,102.083
62,102.083
63,102.083
64,102.083
65,102.083
66,102.083
67,102.083
68,102.083
69,102.083
70,102.083
71,102.083
72,102.083
73,102.083
74,102.083
75,102.083
76,102.083
77,102.083
78,102.083
79,102.083
80,102.083
81,102.083
82,102.083
83,102.083
84,102.083
85,102.083
86,102.083
87,102.083
88,102.083
89,102.083
90,102.083
91,102.083
92,257.995
93,234.529
94,225.897
95,222.721
96,221.553
97,221.123
98,220.965
99,220.907
100,220.885
101,220.877
102,220.874
103,539.02
104,468.821
105,442.996
106,433.496
107,311.211
108,309.925
109,309.452
110,309.278
111,309.214
112,309.19
113,309.182
114,309.178
115,309.177
116,309.177
117,309.177
118,309.177
119,309.177
120,309.177
121,309.177
122,309.177
123,309.177
124,309.177
125,309.177
126,309.177
127,309.177
128,309.177
129,309.177
130,102.083
131,102.083
132,102.083
133,102.083
134,102.083
135,102.083
136,102.083
137,102.083
138,102.083
139,102.083
140,102.083
141,102.083
142,102.083
143,102.083
144,102.083
145,102.083
146,327.682
147,260.195
148,235.368
149,226.234
150,222.874
151,221.638
152,221.183
153,221.016
154,220.955
155,220.932
156,220.924
157,220.921
158,220.919
159,102.083
160,102.083
161,102.083
162,102.083
163,102.083
164,102.083
165,102.083
166,102.083
167,102.083
168,102.083
169,102.083
170,102.083
171,102.083
172,102.083
173,102.083
174,102.083
175,102.083
176,102.083
177,102.083
178,102.083
179,102.083
180,102.083
181,102.083
182,102.083
183,102.083
184,102.083
185,102.083
186,102.083
187,102.083
188,102.083
189,102.083
190,102.083
191,102.083
192,102.083
193,102.083
194,341.695
195,266.335
196,238.611
197,228.412
198,224.66
199,223.28
200,222.772
201,222.585
202,222.517
203,222.491
204,222.482
205,222.479
206,222.477
207,222.477
208,102.083
209,102.083
210,102.083
211,509.054
212,385.95
213,340.662
214,324.002
215,317.873
216,315.618
217,314.789
218,314.484
219,314.371
220,314.33
221,314.315
222,314.309
223,314.307
224,314.306
225,314.306
226,314.306
227,314.306
228,314.306
229,314.306
230,314.306
231,314.306
232,314.306
233,314.306
234,314.306
235,314.306
236,314.306
237,314.306
238,314.306
239,314.306
240,314.306
241,314.306
242,314.306
243,314.306
244,314.306
245,102.083
246,298.928
247,249.755
248,231.665
249,225.01
250,222.562
251,221.661
252,221.33
253,221.208
254,221.163
255,221.147
256,221.141
257,221.138
258,221.138
259,221.137
260,221.137
261,221.137
262,102.083
263,102.083
264,102.083
265,102.083
266,102.083
267,102.083
268,102.083
269,102.083
270,102.083
271,102.083
272,102.083
273,102.083
274,102.083
275,102.083
276,102.083
277,102.083
278,102.083
279,102.083
280,102.083
281,102.083
282,102.083
283,102.083
284,102.083
285,102.083
286,102.083
287,102.083
288,102.083
289,102.083
290,102.083
291,102.083
292,102.083
293,244.052
294,230.57
295,225.61
296,223.786
297,223.114
298,222.867
299,222.777
300,222.743
301,222.731
302,222.726
303,222.725
