time,power
1,299.3428
2,90.0308
3,90.0308
4,90.0308
5,90.0308
6,90.0308
7,90.0308
8,90.0308
9,90.0308
10,90.0308
11,90.0308
12,90.0308
13,90.0308
14,90.0308
15,90.0308
16,90.0308
17,90.0308
18,90.0308
19,90.0308
20,90.0308
21,90.0308
22,90.0308
23,319.0718
24,249.9648
25,224.5418
26,215.1898
27,211.7488
28,210.4838
29,210.0178
30,209.8468
31,209.7838
32,209.7598
33,209.7518
34,209.7488
35,209.7478
36,90.0308
37,90.0308
38,90.0308
39,90.0308
40,90.0308
41,90.0308
42,90.0308
43,90.0308
44,90.0308
45,90.0308
46,90.0308
47,90.0308
48,90.0308
49,90.0308
50,90.0308
51,90.0308
52,90.0308
53,90.0308
54,90.0308
55,90.0308
56,90.0308
57,90.0308
58,90.0308
59,90.0308
60,90.0308
61,90.0308
62,90.0308
63,90.0308
64,90.0308
65,90.0308
66,281.7078
67,235.7858
68,218.8918
69,474.7058
70,437.8478
71,424.2898
72,419.3018
73,417.4668
74,416.7918
75,416.5438
76,416.4518
77,416.4188
78,416.4058
79,416.4018
80,297.3698
81,297.3698
82,297.3688
83,297.3688
84,297.3688
85,297.3688
86,297.3688
87,297.3688
88,297.3688
89,297.3688
90,297.3688
91,297.3688
92,297.3688
93,297.3688
94,297.3688
95,297.3688
96,297.3688
97,297.3688
98,297.3688
99,90.0308
100,90.0308
101,90.0308
102,90.0308
103,90.0308
104,90.0308
105,90.0308
106,90.0308
107,90.0308
108,90.0308
109,90.0308
110,90.0308
111,296.9878
112,243.0238
113,223.1718
114,215.8688
115,213.1828
116,212.1938
117,211.8308
118,211.6968
119,211.6478
120,211.6298
121,211.6228
122,211.6198
123,211.6198
124,211.6188
125,211.6188
126,211.6188
127,90.0308
128,90.0308
129,90.0308
130,90.0308
131,90.0308
132,90.0308
133,90.0308
134,90.0308
135,90.0308
136,90.0308
137,90.0308
138,90.0308
139,90.0308
140,90.0308
141,90.0308
142,90.0308
143,90.0308
144,90.0308
145,90.0308
146,90.0308
147,90.0308
148,90.0308
149,90.0308
150,90.0308
151,90.0308
152,417.6188
153,344.5108
154,317.6168
155,307.7228
156,304.0828
157,302.7438
158,302.2508
159,302.0698
160,302.0038
161,301.9788
162,301.9698
163,301.9668
164,301.9648
165,471.0398
166,440.0678
167,428.6738
168,424.4818
169,422.9398
170,422.3728
171,422.1638
172,422.0868
173,422.0588
174,422.0488
175,422.0448
176,422.0428
177,422.0428
178,422.0428
179,301.9648
180,301.9648
181,90.0308
182,90.0308
183,90.0308
184,90.0308
185,90.0308
186,90.0308
187,90.0308
188,90.0308
189,90.0308
190,90.0308
191,90.0308
192,90.0308
193,90.0308
194,90.0308
195,90.0308
196,90.0308
197,90.0308
198,90.0308
199,90.0308
200,90.0308
201,90.0308
202,90.0308
203,90.0308
204,90.0308
205,90.0308
206,90.0308
207,90.0308
208,90.0308
209,90.0308
210,282.3808
211,236.9198
212,220.1958
213,214.0438
214,211.7808
215,210.9478
216,210.6418
217,210.5288
218,210.4868
219,210.4718
220,210.4668
221,210.4648
222,210.4638
223,210.4638
224,210.4628
225,90.0308
226,90.0308
227,90.0308
228,90.0308
229,90.0308
230,90.0308
231,90.0308
232,90.0308
233,90.0308
234,90.0308
235,90.0308
236,90.0308
237,90.0308
238,90.0308
239,90.0308
240,90.0308
241,90.0308
242,90.0308
243,90.0308
244,90.0308
245,90.0308
246,90.0308
247,90.0308
248,90.0308
249,90.0308
250,90.0308
251,90.0308
252,90.0308
253,90.0308
254,90.0308
255,90.0308
256,90.0308
257,316.0918
258,248.3728
259,516.3138
260,454.2928
261,431.4778
262,423.0828
263,419.9958
264,418.8598
265,418.4418
266,418.2888
267,418.2308
268,418.2108
269,418.2028
270,418.2008
271,418.1998
