time,power
1,98.0592
2,98.0592
3,98.0592
4,98.0592
5,98.0592
6,98.0592
7,98.0592
8,98.0592
9,98.0592
10,98.0592
11,98.0592
12,98.0592
13,98.0592
14,98.0592
15,98.0592
16,98.0592
17,98.0592
18,235.0692
19,224.0832
20,220.0422
21,218.5552
22,218.0082
23,217.8072
24,217.7332
25,217.7062
26,217.6962
27,217.6922
28,217.6912
29,217.6902
30,217.6902
31,217.6902
32,217.6902
33,98.0592
34,98.0592
35,98.0592
36,98.0592
37,98.0592
38,98.0592
39,98.0592
40,98.0592
41,98.0592
42,98.0592
43,98.0592
44,98.0592
45,98.0592
46,98.0592
47,98.0592
48,374.9662
49,333.9352
50,318.8412
51,313.2882
52,311.2452
53,310.4932
54,310.2172
55,310.1152
56,310.0782
57,310.0642
58,310.0592
59,310.0572
60,310.0562
61,310.0562
62,310.0562
63,310.0562
64,310.0562
65,310.0562
66,310.0562
67,499.8962
68,456.5122
69,440.5522
70,434.6802
71,432.5202
72,431.7262
73,431.4342
74,431.3262
75,431.2862
76,431.2722
77,431.2672
78,431.2652
79,219.2672
80,219.2672
81,98.0592
82,98.0592
83,98.0592
84,98.0592
85,98.0592
86,98.0592
87,98.0592
88,98.0592
89,98.0592
90,98.0592
91,98.0592
92,98.0592
93,98.0592
94,98.0592
95,98.0592
96,98.0592
97,98.0592
98,98.0592
99,98.0592
100,98.0592
101,98.0592
102,98.0592
103,98.0592
104,98.0592
105,98.0592
106,98.0592
107,98.0592
108,98.0592
109,98.0592
110,98.0592
111,98.0592
112,98.0592
113,98.0592
114,98.0592
115,98.0592
116,98.0592
117,98.0592
118,287.8872
119,243.1912
120,226.7482
121,220.6992
122,218.4742
123,217.6552
124,217.3542
125,217.2432
126,217.2022
127,217.1872
128,217.1822
129,217.1802
130,217.1792
131,217.1792
132,217.1792
133,217.1792
134,217.1782
135,217.1782
136,98.0592
137,98.0592
138,98.0592
139,98.0592
140,98.0592
141,98.0592
142,98.0592
143,98.0592
144,98.0592
145,98.0592
146,98.0592
147,98.0592
148,98.0592
149,98.0592
150,98.0592
151,98.0592
152,98.0592
153,98.0592
154,98.0592
155,98.0592
156,380.0342
157,335.2872
158,318.8262
159,312.7712
160,310.5432
161,309.7232
162,309.4222
163,309.3112
164,309.2702
165,309.2552
166,309.2502
167,309.2472
168,309.2472
169,309.2462
170,309.2462
171,452.4762
172,438.4572
173,433.2992
174,431.4022
175,430.7042
176,430.4472
177,430.3532
178,430.3182
179,430.3052
180,430.3012
181,430.2992
182,430.2982
183,430.2982
184,219.1112
185,219.1112
186,219.1112
187,98.0592
188,98.0592
189,98.0592
190,98.0592
191,98.0592
192,98.0592
193,98.0592
194,98.0592
195,98.0592
196,98.0592
197,98.0592
198,98.0592
199,98.0592
200,98.0592
201,98.0592
202,98.0592
203,98.0592
204,98.0592
205,98.0592
206,98.0592
207,98.0592
208,98.0592
209,98.0592
210,98.0592
211,98.0592
212,98.0592
213,98.0592
214,98.0592
215,98.0592
216,98.0592
217,98.0592
218,98.0592
219,98.0592
220,98.0592
221,237.9852
222,225.1852
223,220.4752
224,218.7432
225,218.1062
226,217.8712
227,217.7852
228,217.7532
229,217.7412
230,217.7372
231,217.7362
232,217.7352
233,217.7352
234,217.7352
235,217.7352
236,98.0592
237,98.0592
238,98.0592
239,98.0592
240,98.0592
241,98.0592
242,98.0592
243,98.0592
244,98.0592
245,381.5872
246,334.9272
247,317.7612
248,311.4462
249,309.1232
250,308.2692
251,307.9542
252,307.8382
253,307.7962
254,307.7802
255,307.7752
256,307.7722
257,307.7722
258,307.7712
259,307.7712
260,307.7712
261,307.7712
262,532.3042
263,466.9092
264,442.8522
265,434.0022
266,430.7462
267,429.5482
268,429.1072
269,428.9452
270,428.8862
271,428.8642
272,219.1442
273,219.1412
274,219.1402
275,219.1392
276,219.1392
277,98.0592
278,98.0592
279,98.0592
280,98.0592
281,98.0592
282,98.0592
283,98.0592
284,98.0592
285,98.0592
286,98.0592
287,98.0592
288,98.0592
289,98.0592
290,98.0592
291,98.0592
292,98.0592
293,98.0592
294,98.0592
295,98.0592
296,98.0592
297,98.0592
298,98.0592
299,98.0592
300,98.0592
301,98.0592
302,98.0592
303,98.0592
304,98.0592
305,98.0592
306,98.0592
307,98.0592
308,98.0592
309,98.0592
310,98.0592
311,98.0592
312,268.2982
313,236.0452
314,224.1792
315,219.8142
316,218.2092
317,217.6182
318,217.4012
319,217.3212
320,217.2912
321,217.2802
322,217.2762
323,217.2752
324,217.2742
325,217.2742
326,217.2742
327,217.2742
328,98.0592
329,98.0592
330,98.0592
331,98.0592
332,98.0592
333,98.0592
334,98.0592
335,98.0592
336,98.0592
337,98.0592
338,98.0592
339,98.0592
340,98.0592
341,251.5442
342,251.5442
343,1445.4042
344,1445.4042
345,1445.4042
346,1445.4042
347,1445.4042
348,1445.4042
349,1673.3912
350,1661.1702
351,1656.6742
352,1655.0202
353,555.4234
354,555.1994
355,555.1174
356,555.0864
357,555.0754
358,555.0714
359,555.0704
360,550.714
361,550.714
362,550.714
363,639.5228
364,639.5228
365,486.0378
366,486.0378
367,486.0378
368,672.5638
369,1618.6788
370,1603.3818
371,1597.7548
372,1595.6848
373,607.2298
374,606.9488
375,606.8458
376,606.8088
377,606.7948
378,606.7888
379,606.7878
380,398.1328
381,398.1328
382,398.1328
383,398.1318
384,398.1318
385,398.1318
386,1279.6038
387,277.3838
388,277.3838
389,277.3838
390,277.3838
391,277.3838
392,277.3838
393,277.3838
394,277.3838
395,188.575
396,188.575
397,188.575
398,188.575
399,93.7038
400,1095.9238
401,93.7038
402,93.7038
403,93.7038
404,93.7038
405,93.7038
406,93.7038
407,93.7038
408,93.7038
409,93.7038
410,93.7038
411,93.7038
412,93.7038
413,93.7038
414,1095.9238
415,93.7038
416,93.7038
417,93.7038
418,93.7038
419,93.7038
420,93.7038
421,93.7038
422,93.7038
423,93.7038
424,322.0618
425,253.2808
426,227.9768
427,218.6678
428,1217.4638
429,1426.1138
430,1425.6508
431,1425.4798
432,1425.4178
433,1425.3948
434,1425.3858
435,213.2528
436,213.2518
437,213.2508
438,213.2508
439,213.2508
440,213.2508
441,213.2508
442,1095.9238
443,93.7038
444,93.7038
445,93.7038
446,93.7038
447,93.7038
448,93.7038
449,93.7038
450,93.7038
451,93.7038
452,93.7038
453,93.7038
454,93.7038
455,93.7038
456,1095.9238
457,93.7038
458,93.7038
459,93.7038
460,93.7038
461,93.7038
462,93.7038
463,93.7038
464,387.3398
465,333.2558
466,313.3598
467,306.0398
468,303.3478
469,302.3568
470,1304.2128
471,301.8588
472,301.8088
473,301.7908
474,301.7848
475,301.7818
476,301.7808
477,301.7808
478,301.7808
479,503.2268
480,450.6408
481,431.2948
482,424.1788
483,421.5608
484,1422.8168
485,420.2428
486,420.1128
487,420.0648
488,420.0468
489,420.0408
490,420.0378
491,420.0368
492,420.0368
493,301.7808
494,301.7808
495,301.7808
496,301.7808
497,93.7038
498,1095.9238
499,93.7038
500,93.7038
501,93.7038
502,93.7038
503,93.7038
504,93.7038
505,93.7038
506,93.7038
507,93.7038
508,93.7038
509,93.7038
510,93.7038
511,93.7038
512,1138.6176
513,136.3976
514,136.3976
515,136.3976
516,136.3976
517,136.3976
518,136.3976
519,136.3976
520,136.3976
521,136.3976
522,136.3976
