time,power
1,216.607
2,216.607
3,95.933
4,95.933
5,95.933
6,95.933
7,95.933
8,95.933
9,95.933
10,95.933
11,95.933
12,95.933
13,95.933
14,95.933
15,95.933
16,95.933
17,95.933
18,95.933
19,95.933
20,95.933
21,95.933
22,95.933
23,95.933
24,95.933
25,95.933
26,95.933
27,95.933
28,95.933
29,95.933
30,95.933
31,95.933
32,95.933
33,95.933
34,95.933
35,95.933
36,95.933
37,674.686
38,516.21
39,457.91
40,436.463
41,428.573
42,425.671
43,424.603
44,424.21
45,424.065
46,424.012
47,423.992
48,423.985
49,423.982
50,423.982
51,423.981
52,305.23
53,305.23
54,305.23
55,305.23
56,305.23
57,305.23
58,305.23
59,305.23
60,95.933
61,95.933
62,95.933
63,95.933
64,95.933
65,95.933
66,95.933
67,95.933
68,95.933
69,95.933
70,95.933
71,95.933
72,95.933
73,95.933
74,95.933
75,95.933
76,95.933
77,95.933
78,95.933
79,290.56
80,243.997
81,226.867
82,220.565
83,218.247
84,217.394
85,217.081
86,216.965
87,216.923
88,216.907
89,216.901
90,216.899
91,216.898
92,216.898
93,216.898
94,216.898
95,216.898
96,95.933
97,95.933
98,95.933
99,95.933
100,95.933
101,95.933
102,95.933
103,95.933
104,95.933
105,95.933
106,95.933
107,95.933
108,95.933
109,95.933
110,95.933
111,95.933
112,95.933
113,95.933
114,95.933
115,95.933
116,95.933
117,95.933
118,95.933
119,95.933
120,95.933
121,95.933
122,95.933
123,95.933
124,95.933
125,316.818
126,253.954
127,230.828
128,222.32
129,219.19
130,218.039
131,217.615
132,217.46
133,217.402
134,217.381
135,217.373
136,217.371
137,217.369
138,95.933
139,95.933
140,95.933
141,95.933
142,95.933
143,95.933
144,95.933
145,95.933
146,95.933
147,95.933
148,95.933
149,95.933
150,95.933
151,95.933
152,95.933
153,95.933
154,95.933
155,95.933
156,95.933
157,95.933
158,95.933
159,95.933
160,95.933
161,95.933
162,95.933
163,95.933
164,95.933
165,95.933
166,95.933
167,95.933
168,95.933
169,95.933
170,95.933
171,95.933
172,95.933
173,95.933
174,95.933
175,293.331
176,243.14
177,224.675
178,217.882
179,215.383
180,214.464
181,214.126
182,214.001
183,213.956
184,213.939
185,213.933
186,213.93
187,213.93
188,213.929
189,213.929
190,213.929
191,213.929
192,95.933
193,95.933
194,95.933
195,95.933
196,95.933
197,95.933
198,95.933
199,95.933
200,95.933
201,95.933
202,95.933
203,95.933
204,95.933
205,95.933
206,95.933
207,90.1878
208,90.1878
209,90.1878
210,90.1878
211,90.1878
212,90.1878
213,90.1878
214,90.1878
215,90.1878
216,90.1878
217,90.1878
218,90.1878
219,90.1878
220,90.1878
221,90.1878
222,90.1878
223,90.1878
224,90.1878
225,288.1298
226,239.0498
227,220.9938
228,214.3518
229,211.9088
230,211.0098
231,210.6788
232,210.5568
