time,power
1,108.139
2,108.139
3,108.139
4,108.139
5,108.139
6,108.139
7,108.139
8,108.139
9,108.139
10,108.139
11,108.139
12,108.139
13,108.139
14,108.139
15,108.139
16,108.139
17,108.139
18,253.562
19,237.302
20,231.32
21,229.119
22,228.31
23,228.012
24,227.902
25,227.862
26,227.847
27,227.842
28,227.84
29,227.839
30,227.839
31,227.839
32,227.839
33,227.839
34,227.839
35,108.139
36,108.139
37,354.177
38,332.094
39,323.97
40,320.981
41,319.882
42,319.477
43,319.328
44,319.274
45,319.254
46,319.246
47,319.243
48,319.242
49,319.242
50,319.242
51,319.242
52,319.242
53,319.242
54,319.242
55,319.242
56,319.242
57,319.242
58,319.242
59,319.242
60,319.242
61,319.242
62,319.242
63,319.242
64,319.242
65,319.242
66,319.242
67,108.139
68,108.139
69,108.139
70,252.808
71,236.399
72,230.362
73,228.141
74,227.324
75,227.024
76,226.913
77,226.873
78,226.858
79,226.852
80,226.85
81,226.849
82,226.849
83,226.849
84,226.849
85,226.849
86,226.849
87,108.139
88,108.139
89,108.139
90,108.139
91,108.139
92,108.139
93,108.139
94,108.139
95,108.139
96,108.139
97,108.139
98,108.139
99,108.139
100,108.139
101,108.139
102,108.139
103,108.139
104,108.139
105,108.139
106,108.139
107,108.139
108,108.139
109,108.139
110,108.139
111,108.139
112,108.139
113,108.139
114,108.139
115,108.139
116,108.139
117,108.139
118,108.139
119,108.139
120,108.139
121,108.139
122,108.139
123,108.139
124,108.139
125,254.186
126,238.03
127,232.086
128,229.9
129,229.095
130,228.8
131,228.691
132,228.651
133,228.636
134,228.631
135,228.629
136,228.628
137,228.628
138,228.627
139,108.139
140,351.969
141,331.789
142,324.364
143,321.633
144,320.628
145,320.259
146,320.123
147,320.073
148,320.054
149,320.048
150,320.045
151,320.044
152,320.044
153,320.044
154,320.044
155,320.044
156,320.044
157,320.044
158,320.044
159,320.044
160,320.044
161,320.044
162,320.044
163,320.044
164,320.044
165,320.044
166,320.044
167,320.044
168,320.044
169,320.044
170,320.044
171,320.044
172,320.044
173,108.139
174,108.139
175,108.139
176,262.753
177,240.858
178,232.803
179,229.84
180,228.749
181,228.348
182,228.201
183,228.147
184,228.127
185,228.119
186,228.117
187,228.116
188,228.115
189,108.139
190,108.139
191,108.139
192,108.139
193,108.139
194,108.139
195,108.139
196,108.139
197,108.139
198,108.139
199,108.139
200,108.139
201,108.139
202,108.139
203,108.139
204,108.139
205,108.139
206,108.139
207,108.139
208,108.139
209,108.139
210,108.139
211,108.139
212,108.139
213,108.139
214,108.139
215,108.139
216,108.139
217,108.139
218,108.139
219,108.139
220,108.139
221,108.139
222,108.139
223,108.139
224,108.139
225,251.446
226,237.019
227,231.711
228,229.758
229,229.04
230,228.776
231,228.679
232,228.643
233,228.63
234,228.625
235,228.623
236,228.622
237,228.622
238,228.622
239,228.622
240,228.622
241,108.139
242,108.139
243,108.139
244,108.139
245,108.139
246,108.139
247,108.139
248,316.155
249,315.722
250,315.563
251,315.504
252,315.482
253,315.474
254,315.472
255,315.47
256,315.47
257,315.47
258,315.47
259,315.47
260,315.47
261,315.47
262,315.47
263,315.47
264,315.47
265,315.47
266,315.47
267,315.47
268,315.47
269,315.47
270,315.47
271,315.47
272,315.47
273,315.47
274,315.47
275,315.47
276,315.47
277,315.47
278,315.47
279,108.139
280,108.139
281,108.139
282,108.139
283,108.139
284,108.139
285,108.139
286,108.139
287,108.139
288,108.139
289,108.139
290,108.139
291,108.139
292,108.139
293,108.139
294,108.139
295,108.139
296,108.139
297,108.139
298,108.139
299,108.139
300,108.139
301,108.139
302,108.139
303,108.139
304,108.139
305,108.139
306,108.139
307,108.139
308,108.139
309,108.139
310,108.139
311,108.139
312,108.139
313,108.139
314,1111.479
315,1111.479
316,1111.479
317,1111.479
318,108.139
319,156.9873
320,156.9873
321,260.309
322,260.309
323,260.309
324,260.309
325,437.974
326,400.586
327,386.832
328,381.772
329,379.911
330,379.226
331,1375.689
332,378.882
333,378.847
334,378.835
335,378.83
336,378.829
337,378.828
338,378.828
339,378.828
340,378.828
341,378.828
342,378.828
343,378.828
344,378.828
345,1375.543
346,378.828
347,378.828
348,378.828
349,275.5063
350,275.5063
351,275.5063
352,275.5063
353,275.5063
354,275.5063
355,156.9873
356,156.9873
357,156.9873
358,156.9873
359,2615.824
360,1619.109
361,1619.109
362,1619.109
363,1619.109
364,108.139
365,108.139
366,108.139
367,108.139
368,108.139
369,108.139
370,108.139
371,108.139
372,108.139
373,1272.768
374,276.053
375,276.053
376,276.053
377,276.053
378,276.053
379,276.053
380,276.053
